id,Match,Team Innings,Batting Position,Batsman Name,o/n,Runs,Balls,4s,6s,Strike Rate,Winner,VictoryMargin,Ground
ODI # 4694,India Vs South Africa,South Africa,4,Aiden Markram,o,9,6,2,0,150.00,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,South Africa,5,Heinrich Klaasen,o,1,11,0,0,9.09,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,South Africa,6,David Miller,o,11,11,2,0,100.00,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,South Africa,7,Marco Jansen,o,14,30,1,0,46.66,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,South Africa,8,Keshav Maharaj,o,7,11,1,0,63.63,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,South Africa,9,Kagiso Rabada,o,6,26,0,0,23.07,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,South Africa,10,Lungi Ngidi,o,0,3,0,0,0.00,India,243 runs,Eden Gardens
ODI # 4694,India Vs South Africa,South Africa,11,Tabraiz Shamsi,n,4,4,1,0,100.00,India,243 runs,Eden Gardens
ODI # 4693,Australia Vs England,Australia,1,Travis Head,o,11,10,1,0,110.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,2,David Warner,o,15,16,1,1,93.75,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,3,Steven Smith,o,44,52,3,0,84.61,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,4,Marnus Labuschagne,o,71,83,7,0,85.54,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,5,Josh Inglis,o,3,6,0,0,50.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,6,Cameron Green,o,47,52,5,0,90.38,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,7,Marcus Stoinis,o,35,32,3,2,109.37,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,8,Pat Cummins,o,10,13,1,0,76.92,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,9,Mitchell Starc,o,10,13,0,0,76.92,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,10,Adam Zampa,o,29,19,4,0,152.63,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,Australia,11,Josh Hazlewood,n,1,1,0,0,100.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,1,Jonny Bairstow,o,0,1,0,0,0.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,2,Dawid Malan,o,50,64,4,1,78.12,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,3,Joe Root,o,13,17,2,0,76.47,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,4,Ben Stokes,o,64,90,2,3,71.11,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,5,Jos Buttler,o,1,7,0,0,14.28,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,6,Moeen Ali,o,42,43,6,0,97.67,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,7,Liam Livingstone,o,2,5,0,0,40.00,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,8,Chris Woakes,o,32,33,4,1,96.96,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,9,David Willey,o,15,14,3,0,107.14,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,10,Adil Rashid,o,20,15,1,1,133.33,Australia,33 runs,Ahmedabad
ODI # 4693,Australia Vs England,England,11,Mark Wood,n,0,0,0,0,-,Australia,33 runs,Ahmedabad
ODI # 4692,New Zealand Vs Pakistan,New Zealand,1,Devon Conway,o,35,39,6,0,89.74,Pakistan,21 runs,Bengaluru
ODI # 4692,New Zealand Vs Pakistan,New Zealand,2,Rachin Ravindra,o,108,94,15,1,114.89,Pakistan,21 runs,Bengaluru
ODI # 4692,New Zealand Vs Pakistan,New Zealand,3,Kane Williamson,o,95,79,10,2,120.25,Pakistan,21 runs,Bengaluru
ODI # 4692,New Zealand Vs Pakistan,New Zealand,4,Daryl Mitchell,o,29,18,4,1,161.11,Pakistan,21 runs,Bengaluru
ODI # 4692,New Zealand Vs Pakistan,New Zealand,5,Mark Chapman,o,39,27,7,0,144.44,Pakistan,21 runs,Bengaluru
ODI # 4692,New Zealand Vs Pakistan,New Zealand,6,Glenn Phillips,o,41,25,4,2,164.00,Pakistan,21 runs,Bengaluru
ODI # 4692,New Zealand Vs Pakistan,New Zealand,7,Mitchell Santner,n,26,17,0,2,152.94,Pakistan,21 runs,Bengaluru
ODI # 4692,New Zealand Vs Pakistan,New Zealand,8,Tom Latham,n,2,2,0,0,100.00,Pakistan,21 runs,Bengaluru
ODI # 4692,New Zealand Vs Pakistan,Pakistan,1,Abdullah Shafique,o,4,9,1,0,44.44,Pakistan,21 runs,Bengaluru
ODI # 4692,New Zealand Vs Pakistan,Pakistan,2,Fakhar Zaman,n,126,81,8,11,155.55,Pakistan,21 runs,Bengaluru
ODI # 4692,New Zealand Vs Pakistan,Pakistan,3,Babar Azam,n,66,63,6,2,104.76,Pakistan,21 runs,Bengaluru
ODI # 4691,Netherlands Vs Afghanistan,Netherlands,1,Wesley Barresi,o,1,4,0,0,25.00,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Netherlands,2,Max O'Dowd,o,42,40,9,0,105.00,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Netherlands,3,Colin Ackermann,o,29,35,4,0,82.85,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Netherlands,4,Sybrand Engelbrecht,o,58,86,6,0,67.44,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Netherlands,5,Scott Edwards,o,0,1,0,0,0.00,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Netherlands,6,Bas de Leede,o,3,6,0,0,50.00,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Netherlands,7,Saqib Zulfiqar,o,3,15,0,0,20.00,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Netherlands,8,Logan van Beek,o,2,13,0,0,15.38,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Netherlands,9,Roelof van der Merwe,o,11,33,0,0,33.33,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Netherlands,10,Aryan Dutt,n,10,22,0,0,45.45,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Netherlands,11,Paul van Meekeren,o,4,24,0,0,16.66,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz,o,10,11,2,0,90.90,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Afghanistan,2,Ibrahim Zadran,o,20,34,2,0,58.82,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Afghanistan,3,Rahmat Shah,o,52,54,8,0,96.29,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Afghanistan,4,Hashmatullah Shahidi,n,56,64,6,0,87.50,Afghanistan,7 wickets,Lucknow
ODI # 4691,Netherlands Vs Afghanistan,Afghanistan,5,Azmatullah Omarzai,n,31,28,3,0,110.71,Afghanistan,7 wickets,Lucknow
ODI # 4690,India Vs Sri Lanka,India,1,Rohit Sharma,o,4,2,1,0,200.00,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,India,2,Shubman Gill,o,92,92,11,2,100.00,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,India,3,Virat Kohli,o,88,94,11,0,93.61,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,India,4,Shreyas Iyer,o,82,56,3,6,146.42,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,India,5,KL Rahul,o,21,19,2,0,110.52,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,India,6,Suryakumar Yadav,o,12,9,2,0,133.33,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,India,7,Ravindra Jadeja,o,35,24,1,1,145.83,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,India,8,Mohammed Shami,o,2,4,0,0,50.00,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,India,9,Jasprit Bumrah,n,1,1,0,0,100.00,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,o,0,1,0,0,0.00,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,Sri Lanka,2,Dimuth Karunaratne,o,0,1,0,0,0.00,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,Sri Lanka,3,Kusal Mendis,o,1,10,0,0,10.00,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama,o,0,4,0,0,0.00,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,Sri Lanka,5,Charith Asalanka,o,1,24,0,0,4.16,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,Sri Lanka,6,Angelo Mathews,o,12,25,1,0,48.00,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,Sri Lanka,7,Dushan Hemantha,o,0,1,0,0,0.00,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,Sri Lanka,8,Dushmantha Chameera,o,0,6,0,0,0.00,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana,n,12,23,2,0,52.17,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,Sri Lanka,10,Kasun Rajitha,o,14,17,2,0,82.35,India,302 runs,Wankhede
ODI # 4690,India Vs Sri Lanka,Sri Lanka,11,Dilshan Madushanka,o,5,6,1,0,83.33,India,302 runs,Wankhede
ODI # 4689,South Africa Vs New Zealand,South Africa,1,Quinton de Kock,o,114,116,10,3,98.27,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,South Africa,2,Temba Bavuma,o,24,28,4,1,85.71,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,South Africa,3,Rassie van der Dussen,o,133,118,9,5,112.71,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,South Africa,4,David Miller,o,53,30,2,4,176.66,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,South Africa,5,Heinrich Klaasen,n,15,7,1,1,214.28,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,South Africa,6,Aiden Markram,n,6,1,0,1,600.00,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,New Zealand,1,Devon Conway,o,2,6,0,0,33.33,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,New Zealand,2,Will Young,o,33,37,5,0,89.18,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,New Zealand,3,Rachin Ravindra,o,9,16,1,0,56.25,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,New Zealand,4,Daryl Mitchell,o,24,30,4,0,80.00,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,New Zealand,5,Tom Latham,o,4,15,0,0,26.66,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,New Zealand,6,Glenn Phillips,o,60,50,4,4,120.00,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,New Zealand,7,Mitchell Santner,o,7,18,1,0,38.88,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,New Zealand,8,Tim Southee,o,7,11,1,0,63.63,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,New Zealand,9,James Neesham,o,0,8,0,0,0.00,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,New Zealand,10,Trent Boult,o,9,14,1,0,64.28,South Africa,190 runs,Pune
ODI # 4689,South Africa Vs New Zealand,New Zealand,11,Matt Henry,n,0,9,0,0,0.00,South Africa,190 runs,Pune
ODI # 4688,Bangladesh Vs Pakistan,Bangladesh,1,Tanzid Hasan,o,0,5,0,0,0.00,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Bangladesh,2,Litton Das,o,45,64,6,0,70.31,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Bangladesh,3,Najmul Hossain Shanto,o,4,3,1,0,133.33,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Bangladesh,4,Mushfiqur Rahim,o,5,8,1,0,62.50,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Bangladesh,5,Mahmudullah,o,56,70,6,1,80.00,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Bangladesh,6,Shakib Al Hasan,o,43,64,4,0,67.18,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Bangladesh,7,Towhid Hridoy,o,7,3,0,1,233.33,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Bangladesh,8,Mehidy Hasan Miraz,o,25,30,1,1,83.33,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Bangladesh,9,Taskin Ahmed,o,6,13,0,0,46.15,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Bangladesh,10,Mustafizur Rahman,o,3,7,0,0,42.85,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Bangladesh,11,Shoriful Islam,n,1,4,0,0,25.00,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Pakistan,1,Abdullah Shafique,o,68,69,9,2,98.55,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Pakistan,2,Fakhar Zaman,o,81,74,3,7,109.45,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Pakistan,3,Babar Azam,o,9,16,1,0,56.25,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Pakistan,4,Mohammad Rizwan,n,26,21,4,0,123.80,Pakistan,7 wickets,Eden Gardens
ODI # 4688,Bangladesh Vs Pakistan,Pakistan,5,Iftikhar Ahmed,n,17,15,2,0,113.33,Pakistan,7 wickets,Eden Gardens
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,1,Pathum Nissanka,o,46,60,5,0,76.66,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,2,Dimuth Karunaratne,o,15,21,1,0,71.42,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,3,Kusal Mendis,o,39,50,3,0,78.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,4,Sadeera Samarawickrama,o,36,40,3,0,90.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,5,Charith Asalanka,o,22,28,2,0,78.57,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,6,Dhananjaya de Silva,o,14,26,1,0,53.84,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,7,Angelo Mathews,o,23,26,1,1,88.46,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,8,Dushmantha Chameera,o,1,4,0,0,25.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,9,Maheesh Theekshana,o,29,31,3,1,93.54,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,10,Kasun Rajitha,o,5,7,0,0,71.42,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,11,Dilshan Madushanka,n,0,4,0,0,0.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz,o,0,4,0,0,0.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,2,Ibrahim Zadran,o,39,57,4,1,68.42,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,3,Rahmat Shah,o,62,74,7,0,83.78,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,4,Hashmatullah Shahidi,n,58,74,2,1,78.37,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,5,Azmatullah Omarzai,n,73,63,6,3,115.87,Afghanistan,7 wickets,Pune
ODI # 4686,India Vs England,India,1,Rohit Sharma,o,87,101,10,3,86.13,India,100 runs,Lucknow
ODI # 4686,India Vs England,India,2,Shubman Gill,o,9,13,1,0,69.23,India,100 runs,Lucknow
ODI # 4686,India Vs England,India,3,Virat Kohli,o,0,9,0,0,0.00,India,100 runs,Lucknow
ODI # 4686,India Vs England,India,4,Shreyas Iyer,o,4,16,0,0,25.00,India,100 runs,Lucknow
ODI # 4686,India Vs England,India,5,KL Rahul,o,39,58,3,0,67.24,India,100 runs,Lucknow
ODI # 4686,India Vs England,India,6,Suryakumar Yadav,o,49,47,4,1,104.25,India,100 runs,Lucknow
ODI # 4686,India Vs England,India,7,Ravindra Jadeja,o,8,13,0,0,61.53,India,100 runs,Lucknow
ODI # 4686,India Vs England,India,8,Mohammed Shami,o,1,5,0,0,20.00,India,100 runs,Lucknow
ODI # 4686,India Vs England,India,9,Jasprit Bumrah,o,16,25,1,0,64.00,India,100 runs,Lucknow
ODI # 4686,India Vs England,India,10,Kuldeep Yadav,n,9,13,1,0,69.23,India,100 runs,Lucknow
ODI # 4686,India Vs England,England,1,Jonny Bairstow,o,14,23,2,0,60.86,India,100 runs,Lucknow
ODI # 4686,India Vs England,England,2,Dawid Malan,o,16,17,2,1,94.11,India,100 runs,Lucknow
ODI # 4686,India Vs England,England,3,Joe Root,o,0,1,0,0,0.00,India,100 runs,Lucknow
ODI # 4686,India Vs England,England,4,Ben Stokes,o,0,10,0,0,0.00,India,100 runs,Lucknow
ODI # 4686,India Vs England,England,5,Jos Buttler,o,10,23,1,0,43.47,India,100 runs,Lucknow
ODI # 4686,India Vs England,England,6,Moeen Ali,o,15,31,0,0,48.38,India,100 runs,Lucknow
ODI # 4686,India Vs England,England,7,Liam Livingstone,o,27,46,2,0,58.69,India,100 runs,Lucknow
ODI # 4686,India Vs England,England,8,Chris Woakes,o,10,20,1,0,50.00,India,100 runs,Lucknow
ODI # 4686,India Vs England,England,9,David Willey,n,16,17,0,2,94.11,India,100 runs,Lucknow
ODI # 4686,India Vs England,England,10,Adil Rashid,o,13,20,2,0,65.00,India,100 runs,Lucknow
ODI # 4686,India Vs England,England,11,Mark Wood,o,0,1,0,0,0.00,India,100 runs,Lucknow
ODI # 4685,Netherlands Vs Bangladesh,Netherlands,1,Vikramjit Singh,o,3,9,0,0,33.33,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Netherlands,2,Max O'Dowd,o,0,3,0,0,0.00,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Netherlands,3,Wesley Barresi,o,41,41,8,0,100.00,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Netherlands,4,Colin Ackermann,o,15,33,1,0,45.45,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Netherlands,5,Scott Edwards,o,68,89,6,0,76.40,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Netherlands,6,Bas de Leede,o,17,32,2,0,53.12,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Netherlands,7,Sybrand Engelbrecht,o,35,61,3,0,57.37,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Netherlands,8,Logan van Beek,n,23,16,2,1,143.75,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Netherlands,9,Shariz Ahmad,o,6,8,0,0,75.00,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Netherlands,10,Aryan Dutt,o,9,6,0,1,150.00,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Netherlands,11,Paul van Meekeren,o,0,2,0,0,0.00,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Bangladesh,1,Litton Das,o,3,12,0,0,25.00,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Bangladesh,2,Tanzid Hasan,o,15,16,3,0,93.75,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Bangladesh,3,Mehidy Hasan Miraz,o,35,40,5,1,87.50,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Bangladesh,4,Najmul Hossain Shanto,o,9,18,2,0,50.00,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Bangladesh,5,Shakib Al Hasan,o,5,14,0,0,35.71,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Bangladesh,6,Mushfiqur Rahim,o,1,5,0,0,20.00,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Bangladesh,7,Mahmudullah,o,20,41,2,0,48.78,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Bangladesh,8,Mahedi Hasan,o,17,38,1,0,44.73,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Bangladesh,9,Taskin Ahmed,o,11,35,1,0,31.42,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Bangladesh,10,Mustafizur Rahman,o,20,35,2,1,57.14,Netherlands,87 runs,Eden Gardens
ODI # 4685,Netherlands Vs Bangladesh,Bangladesh,11,Shoriful Islam,n,0,0,0,0,-,Netherlands,87 runs,Eden Gardens
ODI # 4684,Australia Vs New Zealand,Australia,1,David Warner,o,81,65,5,6,124.61,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,Australia,2,Travis Head,o,109,67,10,7,162.68,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,Australia,3,Mitchell Marsh,o,36,51,2,0,70.58,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,Australia,4,Steven Smith,o,18,17,2,0,105.88,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,Australia,5,Marnus Labuschagne,o,18,26,2,0,69.23,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,Australia,6,Glenn Maxwell,o,41,24,5,2,170.83,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,Australia,7,Josh Inglis,o,38,28,4,1,135.71,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,Australia,8,Pat Cummins,o,37,14,2,4,264.28,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,Australia,9,Mitchell Starc,o,1,3,0,0,33.33,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,Australia,10,Adam Zampa,o,0,3,0,0,0.00,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,Australia,11,Josh Hazlewood,n,0,0,0,0,-,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,New Zealand,1,Devon Conway,o,28,17,6,0,164.70,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,New Zealand,2,Will Young,o,32,37,4,1,86.48,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,New Zealand,3,Rachin Ravindra,o,116,89,9,5,130.33,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,New Zealand,4,Daryl Mitchell,o,54,51,6,1,105.88,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,New Zealand,5,Tom Latham,o,21,22,2,0,95.45,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,New Zealand,6,Glenn Phillips,o,12,16,1,0,75.00,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,New Zealand,7,James Neesham,o,58,39,3,3,148.71,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,New Zealand,8,Mitchell Santner,o,17,12,1,1,141.66,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,New Zealand,9,Matt Henry,o,9,8,1,0,112.50,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,New Zealand,10,Trent Boult,n,10,8,0,1,125.00,Australia,5 runs,Dharamsala
ODI # 4684,Australia Vs New Zealand,New Zealand,11,Lockie Ferguson,n,0,1,0,0,0.00,Australia,5 runs,Dharamsala
ODI # 4683,Pakistan Vs South Africa,Pakistan,1,Abdullah Shafique,o,9,17,1,0,52.94,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,Pakistan,2,Imam-ul-Haq,o,12,18,2,0,66.66,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,Pakistan,3,Babar Azam,o,50,65,4,1,76.92,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,Pakistan,4,Mohammad Rizwan,o,31,27,4,1,114.81,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,Pakistan,5,Iftikhar Ahmed,o,21,31,1,1,67.74,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,Pakistan,6,Saud Shakeel,o,52,52,7,0,100.00,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,Pakistan,7,Shadab Khan,o,43,36,3,2,119.44,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,Pakistan,8,Mohammad Nawaz,o,24,24,1,2,100.00,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,Pakistan,9,Shaheen Shah Afridi,o,2,4,0,0,50.00,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,Pakistan,10,Mohammad Wasim,o,7,9,0,1,77.77,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,Pakistan,11,Haris Rauf,n,0,1,0,0,0.00,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,South Africa,1,Temba Bavuma,o,28,27,4,1,103.70,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,South Africa,2,Quinton de Kock,o,24,14,5,0,171.42,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,South Africa,3,Rassie van der Dussen,o,21,39,0,0,53.84,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,South Africa,4,Aiden Markram,o,91,93,7,3,97.84,South Africa,1 wicket,Chennai
ODI # 4683,Pakistan Vs South Africa,South Africa,5,Heinrich Klaasen,o,12,10,0,1,120.00,South Africa,1 wicket,Chennai
