id,Match,Team Innings,Batting Position,Batsman Name,o/n,Runs,Balls,4s,6s,Strike Rate,Winner,VictoryMargin,Ground
ODI # 4152,Australia Vs West Indies,West Indies,5,Shimron Hetmyer,o,21,28,3,0,75.00,Australia,15 runs,Nottingham
ODI # 4152,Australia Vs West Indies,West Indies,6,Jason Holder,o,51,57,7,1,89.47,Australia,15 runs,Nottingham
ODI # 4152,Australia Vs West Indies,West Indies,7,Andre Russell,o,15,11,2,1,136.36,Australia,15 runs,Nottingham
ODI # 4152,Australia Vs West Indies,West Indies,8,Carlos Brathwaite,o,16,17,1,1,94.11,Australia,15 runs,Nottingham
ODI # 4152,Australia Vs West Indies,West Indies,9,Ashley Nurse,n,19,18,4,0,105.55,Australia,15 runs,Nottingham
ODI # 4152,Australia Vs West Indies,West Indies,10,Sheldon Cottrell,o,1,2,0,0,50.00,Australia,15 runs,Nottingham
ODI # 4152,Australia Vs West Indies,West Indies,11,Oshane Thomas,n,0,4,0,0,0.00,Australia,15 runs,Nottingham
ODI # 4668,Bangladesh Vs New Zealand,Bangladesh,1,Tamim Iqbal,o,24,38,3,0,63.15,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,Bangladesh,2,Soumya Sarkar,o,25,25,3,0,100.00,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,Bangladesh,3,Shakib Al Hasan,o,64,68,7,0,94.11,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,Bangladesh,4,Mushfiqur Rahim,o,19,35,2,0,54.28,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,Bangladesh,5,Mohammad Mithun,o,26,33,3,0,78.78,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,Bangladesh,6,Mahmudullah,o,20,41,0,0,48.78,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,Bangladesh,7,Mosaddek Hossain,o,11,22,0,0,50.00,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,Bangladesh,8,Mohammad Saifuddin,o,29,23,3,1,126.08,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,Bangladesh,9,Mehidy Hasan Miraz,o,7,9,0,0,77.77,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,Bangladesh,10,Mashrafe Mortaza,o,1,2,0,0,50.00,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,Bangladesh,11,Mustafizur Rahman,n,0,0,0,0,-,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,New Zealand,1,Martin Guptill,o,25,14,3,1,178.57,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,New Zealand,2,Colin Munro,o,24,34,3,1,70.58,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,New Zealand,3,Kane Williamson,o,40,72,1,0,55.55,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,New Zealand,4,Ross Taylor,o,82,91,9,0,90.10,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,New Zealand,5,Tom Latham,o,0,4,0,0,0.00,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,New Zealand,6,James Neesham,o,25,33,2,1,75.75,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,New Zealand,7,Colin de Grandhomme,o,15,13,2,0,115.38,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,New Zealand,8,Mitchell Santner,n,17,12,2,0,141.66,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,New Zealand,9,Matt Henry,o,6,8,1,0,75.00,New Zealand,8 wickets,Chennai
ODI # 4668,Bangladesh Vs New Zealand,New Zealand,10,Lockie Ferguson,n,4,3,1,0,133.33,New Zealand,8 wickets,Chennai
ODI # 4694,South Africa Vs India,South Africa,1,Hashim Amla,o,6,9,1,0,66.66,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,South Africa,2,Quinton de Kock,o,10,17,1,0,58.82,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,South Africa,3,Faf du Plessis,o,38,54,4,0,70.37,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,South Africa,4,Rassie van der Dussen,o,22,37,1,0,59.45,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,South Africa,5,David Miller,o,31,40,1,0,77.50,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,South Africa,6,Jean-Paul Duminy,o,3,11,0,0,27.27,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,South Africa,7,Andile Phehlukwayo,o,34,61,2,1,55.73,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,South Africa,8,Chris Morris,o,42,34,1,2,123.52,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,South Africa,9,Kagiso Rabada,n,31,35,2,0,88.57,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,South Africa,10,Imran Tahir,o,0,2,0,0,0.00,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,India,1,Shikhar Dhawan,o,8,12,1,0,66.66,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,India,2,Rohit Sharma,n,122,144,13,2,84.72,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,India,3,Virat Kohli,o,18,34,1,0,52.94,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,India,4,KL Rahul,o,26,42,2,0,61.90,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,India,5,MS Dhoni,o,34,46,2,0,73.91,India,243 runs,Eden Gardens
ODI # 4694,South Africa Vs India,India,6,Hardik Pandya,n,15,7,3,0,214.28,India,243 runs,Eden Gardens
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,1,Dimuth Karunaratne,o,30,45,3,0,66.66,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,2,Kusal Perera,o,78,81,8,0,96.29,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,3,Lahiru Thirimanne,o,25,34,1,0,73.52,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,4,Kusal Mendis,o,2,2,0,0,100.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,5,Angelo Mathews,o,0,2,0,0,0.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,6,Dhananjaya de Silva,o,0,4,0,0,0.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,7,Thisara Perera,o,2,4,0,0,50.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,8,Isuru Udana,o,10,21,0,1,47.61,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,9,Suranga Lakmal,n,15,13,2,0,115.38,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,10,Lasith Malinga,o,4,14,1,0,28.57,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Sri Lanka,11,Nuwan Pradeep,o,0,4,0,0,0.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,1,Mohammad Shahzad,o,7,12,1,0,58.33,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,2,Hazratullah Zazai,o,30,25,3,1,120.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,3,Rahmat Shah,o,2,11,0,0,18.18,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,4,Hashmatullah Shahidi,o,4,17,0,0,23.52,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,5,Mohammad Nabi,o,11,16,1,0,68.75,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,6,Gulbadin Naib,o,23,32,2,0,71.87,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,7,Najibullah Zadran,o,43,56,6,0,76.78,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,8,Rashid Khan,o,2,4,0,0,50.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,9,Dawlat Zadran,o,6,18,1,0,33.33,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,10,Hamid Hassan,o,6,5,0,1,120.00,Afghanistan,7 wickets,Pune
ODI # 4687,Sri Lanka Vs Afghanistan,Afghanistan,11,Mujeeb Ur Rahman,n,1,1,0,0,100.00,Afghanistan,7 wickets,Pune
ODI # 4701,Pakistan Vs England,Pakistan,1,Imam-ul-Haq,o,44,58,3,1,75.86,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,Pakistan,2,Fakhar Zaman,o,36,40,6,0,90.00,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,Pakistan,3,Babar Azam,o,63,66,4,1,95.45,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,Pakistan,4,Mohammad Hafeez,o,84,62,8,2,135.48,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,Pakistan,5,Sarfaraz Ahmed,o,55,44,5,0,125.00,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,Pakistan,6,Asif Ali,o,14,11,0,1,127.27,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,Pakistan,7,Shoaib Malik,o,8,8,0,0,100.00,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,Pakistan,8,Wahab Riaz,o,4,2,1,0,200.00,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,Pakistan,9,Hasan Ali,n,10,5,0,1,200.00,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,Pakistan,10,Shadab Khan,n,10,4,2,0,250.00,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,England,1,Jason Roy,o,8,7,2,0,114.28,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,England,2,Jonny Bairstow,o,32,31,4,1,103.22,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,England,3,Joe Root,o,107,104,10,1,102.88,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,England,4,Eoin Morgan,o,9,18,1,0,50.00,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,England,5,Ben Stokes,o,13,18,1,0,72.22,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,England,6,Jos Buttler,o,103,76,9,2,135.52,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,England,7,Moeen Ali,o,19,20,1,0,95.00,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,England,8,Chris Woakes,o,21,14,1,1,150.00,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,England,9,Jofra Archer,o,1,2,0,0,50.00,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,England,10,Adil Rashid,n,3,4,0,0,75.00,England,93 runs,Eden Gardens
ODI # 4701,Pakistan Vs England,England,11,Mark Wood,n,10,6,2,0,166.66,England,93 runs,Eden Gardens
ODI # 4680,Bangladesh Vs South Africa,Bangladesh,1,Tamim Iqbal,o,16,29,2,0,55.17,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,Bangladesh,2,Soumya Sarkar,o,42,30,9,0,140.00,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,Bangladesh,3,Shakib Al Hasan,o,75,84,8,1,89.28,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,Bangladesh,4,Mushfiqur Rahim,o,78,80,8,0,97.50,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,Bangladesh,5,Mohammad Mithun,o,21,21,2,1,100.00,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,Bangladesh,6,Mahmudullah,n,46,33,3,1,139.39,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,Bangladesh,7,Mosaddek Hossain,o,26,20,4,0,130.00,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,Bangladesh,8,Mehidy Hasan Miraz,n,5,3,1,0,166.66,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,South Africa,1,Quinton de Kock,o,23,32,4,0,71.87,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,South Africa,2,Aiden Markram,o,45,56,4,0,80.35,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,South Africa,3,Faf du Plessis,o,62,53,5,1,116.98,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,South Africa,4,David Miller,o,38,43,2,0,88.37,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,South Africa,5,Rassie van der Dussen,o,41,38,2,1,107.89,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,South Africa,6,Jean-Paul Duminy,o,45,37,4,0,121.62,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,South Africa,7,Andile Phehlukwayo,o,8,13,1,0,61.53,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,South Africa,8,Chris Morris,o,10,10,1,0,100.00,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,South Africa,9,Kagiso Rabada,n,13,9,0,1,144.44,South Africa,149 runs,Wankhede
ODI # 4680,Bangladesh Vs South Africa,South Africa,10,Imran Tahir,n,10,10,0,0,100.00,South Africa,149 runs,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,1,Mohammad Shahzad,o,0,3,0,0,0.00,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,2,Hazratullah Zazai,o,0,2,0,0,0.00,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,3,Rahmat Shah,o,43,60,6,0,71.66,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,4,Hashmatullah Shahidi,o,18,34,3,0,52.94,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,5,Mohammad Nabi,o,7,22,0,0,31.81,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,6,Gulbadin Naib,o,31,33,4,1,93.93,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,7,Najibullah Zadran,o,51,49,7,2,104.08,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,8,Rashid Khan,o,27,11,2,3,245.45,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,9,Dawlat Zadran,o,4,6,1,0,66.66,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,10,Mujeeb Ur Rahman,o,13,9,1,1,144.44,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Afghanistan,11,Hamid Hassan,n,1,2,0,0,50.00,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,1,Aaron Finch,o,66,49,6,4,134.69,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,2,David Warner,n,89,114,8,0,78.07,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,3,Usman Khawaja,o,15,20,1,0,75.00,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,4,Steven Smith,o,18,27,1,0,66.66,Australia,3 wickets,Wankhede
ODI # 4696,Afghanistan Vs Australia,Australia,5,Glenn Maxwell,n,4,1,1,0,400.00,Australia,3 wickets,Wankhede
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,1,Lahiru Thirimanne,o,4,2,1,0,200.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,2,Dimuth Karunaratne,n,52,84,4,0,61.90,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,3,Kusal Perera,o,29,24,4,0,120.83,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,4,Kusal Mendis,o,0,1,0,0,0.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,5,Dhananjaya de Silva,o,4,13,1,0,30.76,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,6,Angelo Mathews,o,0,9,0,0,0.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,7,Jeevan Mendis,o,1,4,0,0,25.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,8,Thisara Perera,o,27,23,0,2,117.39,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,9,Isuru Udana,o,0,3,0,0,0.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,10,Suranga Lakmal,o,7,13,1,0,53.84,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,Sri Lanka,11,Lasith Malinga,o,1,2,0,0,50.00,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,New Zealand,1,Martin Guptill,n,73,51,8,2,143.13,New Zealand,5 wickets,Bengaluru
ODI # 4698,Sri Lanka Vs New Zealand,New Zealand,2,Colin Munro,n,58,47,6,1,123.40,New Zealand,5 wickets,Bengaluru
ODI # 4144,Pakistan Vs West Indies,Pakistan,1,Imam-ul-Haq,o,2,11,0,0,18.18,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,Pakistan,2,Fakhar Zaman,o,22,16,2,1,137.50,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,Pakistan,3,Babar Azam,o,22,33,2,0,66.66,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,Pakistan,4,Haris Sohail,o,8,11,1,0,72.72,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,Pakistan,5,Sarfaraz Ahmed,o,8,12,1,0,66.66,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,Pakistan,6,Mohammad Hafeez,o,16,24,2,0,66.66,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,Pakistan,7,Imad Wasim,o,1,3,0,0,33.33,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,Pakistan,8,Shadab Khan,o,0,1,0,0,0.00,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,Pakistan,9,Hasan Ali,o,1,4,0,0,25.00,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,Pakistan,10,Wahab Riaz,o,18,11,1,2,163.63,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,Pakistan,11,Mohammad Amir,n,3,6,0,0,50.00,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,West Indies,1,Chris Gayle,o,50,34,6,3,147.05,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,West Indies,2,Shai Hope,o,11,17,1,0,64.70,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,West Indies,3,Darren Bravo,o,0,4,0,0,0.00,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,West Indies,4,Nicholas Pooran,n,34,19,4,2,178.94,West Indies,7 wickets,Nottingham
ODI # 4144,Pakistan Vs West Indies,West Indies,5,Shimron Hetmyer,n,7,8,0,0,87.50,West Indies,7 wickets,Nottingham
ODI # 4677,England Vs South Africa,England,1,Jason Roy,o,54,53,8,0,101.88,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,England,2,Jonny Bairstow,o,0,1,0,0,0.00,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,England,3,Joe Root,o,51,59,5,0,86.44,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,England,4,Eoin Morgan,o,57,60,4,3,95.00,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,England,5,Ben Stokes,o,89,79,9,0,112.65,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,England,6,Jos Buttler,o,18,16,0,0,112.50,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,England,7,Moeen Ali,o,3,9,0,0,33.33,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,England,8,Chris Woakes,o,13,14,1,0,92.85,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,England,9,Liam Plunkett,n,9,6,1,0,150.00,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,England,10,Jofra Archer,n,7,3,1,0,233.33,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,South Africa,1,Quinton de Kock,o,68,74,6,2,91.89,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,South Africa,2,Hashim Amla,o,13,23,1,0,56.52,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,South Africa,3,Aiden Markram,o,11,12,2,0,91.66,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,South Africa,4,Faf du Plessis,o,5,7,1,0,71.42,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,South Africa,5,Rassie van der Dussen,o,50,61,4,1,81.96,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,South Africa,6,Jean-Paul Duminy,o,8,11,1,0,72.72,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,South Africa,7,Dwaine Pretorius,o,1,1,0,0,100.00,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,South Africa,8,Andile Phehlukwayo,o,24,25,4,0,96.00,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,South Africa,9,Kagiso Rabada,o,11,19,2,0,57.89,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,South Africa,10,Lungi Ngidi,n,6,5,0,1,120.00,South Africa,229 runs,Wankhede
ODI # 4677,England Vs South Africa,South Africa,11,Imran Tahir,o,0,1,0,0,0.00,South Africa,229 runs,Wankhede
ODI # 4684,New Zealand Vs Australia,New Zealand,1,Martin Guptill,o,15,34,1,1,44.11,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,New Zealand,2,Brendon McCullum,o,0,3,0,0,0.00,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,New Zealand,3,Kane Williamson,o,12,33,1,0,36.36,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,New Zealand,4,Ross Taylor,o,40,72,2,0,55.55,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,New Zealand,5,Grant Elliott,o,83,82,7,1,101.21,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,New Zealand,6,Corey Anderson,o,0,2,0,0,0.00,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,New Zealand,7,Luke Ronchi,o,0,4,0,0,0.00,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,New Zealand,8,Daniel Vettori,o,9,21,1,0,42.85,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,New Zealand,9,Tim Southee,o,11,11,0,1,100.00,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,New Zealand,10,Matt Henry,o,0,7,0,0,0.00,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,New Zealand,11,Trent Boult,n,0,1,0,0,0.00,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,Australia,1,David Warner,o,45,46,7,0,97.82,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,Australia,2,Aaron Finch,o,0,5,0,0,0.00,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,Australia,3,Steven Smith,n,56,71,3,0,78.87,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,Australia,4,Michael Clarke,o,74,72,10,1,102.77,Australia,5 runs,Dharamsala
ODI # 4684,New Zealand Vs Australia,Australia,5,Shane Watson,n,2,5,0,0,40.00,Australia,5 runs,Dharamsala
ODI # 4705,Australia Vs India,Australia,1,Aaron Finch,o,81,116,7,1,69.82,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,Australia,2,David Warner,o,12,7,1,1,171.42,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,Australia,3,Steven Smith,o,105,93,11,2,112.90,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,Australia,4,Glenn Maxwell,o,23,14,3,1,164.28,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,Australia,5,Shane Watson,o,28,30,2,1,93.33,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,Australia,6,Michael Clarke,o,10,12,1,0,83.33,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,Australia,7,James Faulkner,o,21,12,3,1,175.00,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,Australia,8,Brad Haddin,n,7,7,1,0,100.00,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,Australia,9,Mitchell Johnson,n,27,9,4,1,300.00,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,India,1,Rohit Sharma,o,34,48,1,2,70.83,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,India,2,Shikhar Dhawan,o,45,41,6,1,109.75,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,India,3,Virat Kohli,o,1,13,0,0,7.69,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,India,4,Ajinkya Rahane,o,44,68,2,0,64.70,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,India,5,Suresh Raina,o,7,11,1,0,63.63,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,India,6,MS Dhoni,o,65,65,3,2,100.00,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,India,7,Ravindra Jadeja,o,16,17,2,0,94.11,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,India,8,Ravichandran Ashwin,o,5,13,0,0,38.46,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,India,9,Mohammed Shami,n,1,1,0,0,100.00,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,India,10,Mohit Sharma,o,0,1,0,0,0.00,Australia,6 wickets,Ahmedabad
ODI # 4705,Australia Vs India,India,11,Umesh Yadav,o,0,5,0,0,0.00,Australia,6 wickets,Ahmedabad
